budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,tittle,cast,director
13000000,"['Music', 'Drama']",Unknown,3682,"['new york', 'sex', 'nightclub']",en,54,"Shane, a Jersey boy with big dreams, crosses the river in hopes of finding a more exciting life at Studio 54. When Steve Rubell, the mastermind behind the infamous disco, plucks Shane from the sea of faces clamoring to get inside his club, Shane not only gets his foot in the door, but lands a coveted job behind the bar – and a front-row seat at the most legendary party on the planet.",11.880899,"['Redeemable Features', 'FilmColony', 'Miramax']",['United States of America'],1998,16757163,106.0,['English'],Released,You've never been anywhere until you've been here,54,5.5,135,54,"['Ryan Phillippe', 'Salma Hayek', 'Breckin Meyer']",Mark Christopher
0,"['Adventure', 'Comedy', 'Drama']",Unknown,9683,"['lovesickness', 'niagara falls', 'crush']",en,Bubble Boy,"Jimmy is young man who was born without an immune system and has lived his life within a plastic bubble in his bedroom... who pines for the sweet caresses of girl-next-door Chloe. But when Chloe decides to marry her high school boyfriend, Jimmy -- bubble suit and all -- treks cross-country to stop her. Swoosie Kurtz, as Jimmy's overprotective mom, co-stars along with Fabio, who portrays the leader of a religious cult.",10.131123,['Touchstone Pictures'],['United States of America'],2001,0,84.0,['English'],Released,Life is an adventure. Don't blow it.,Bubble Boy,5.1,163,Bubble Boy,"['Jake Gyllenhaal', 'Swoosie Kurtz', 'Marley Shelton']",Blair Hayes
13000000,"['Comedy', 'Crime', 'Thriller']",Unknown,2084,"['female nudity', 'robbery', 'mail order bride']",en,Birthday Girl,"A shy bank clerk orders a Russian mail order bride, and finds his life turned upside down.",5.831302,"['HAL Films', 'Mirage Enterprises', 'Film4']","['United Kingdom', 'United States of America']",2001,0,93.0,"['English', 'Pусский']",Released,Unknown,Birthday Girl,6.1,103,Birthday Girl,"['Nicole Kidman', 'Ben Chaplin', 'Vincent Cassel']",Jez Butterworth
13000000,['Comedy'],Unknown,107811,"['alcohol', 'birthday', 'debauchery']",en,21 & Over,"Brilliant student Jeff Chang has the most important interview of his life tomorrow.  But today is still his birthday, what starts off as a casual celebration with friends evolves into a night of debauchery that risks to derail his life plan.",35.522027,"['Relativity Media', 'Virgin Produced', 'Mandeville Films']",['United States of America'],2013,48065672,93.0,['English'],Released,Finally.,21 & Over,5.7,737,21 & Over,"['Miles Teller', 'Skylar Astin', 'Justin Chon']",Jon Lucas
13000000,"['Drama', 'Romance']",Unknown,2266,"['paris', 'city portrait', 'jazz']",fr,"Paris, je t'aime","Olivier Assayas, Gus Van Sant, Wes Craven and Alfonso Cuaron are among the 20 distinguished directors who contribute to this collection of 18 stories, each exploring a different aspect of Parisian life. The colourful characters in this drama include a pair of mimes, a husband trying to chose between his wife and his lover, and a married man who turns to a prostitute for advice.",10.573191,"['Filmazure', 'Pirol Stiftung', 'Victoires International']",['France'],2006,4857367,120.0,"['Español', 'Français', 'English']",Released,Fall in love with Paris 18 times.,"Paris, je t'aime",6.8,207,"Paris, je t'aime","['Steve Buscemi', 'Natalie Portman', 'Willem Dafoe']",Isabel Coixet
0,['Drama'],Unknown,13074,['sport'],en,Resurrecting the Champ,"Up-and-coming sports reporter rescues a homeless man (""Champ"") only to discover that he is, in fact, a boxing legend believed to have passed away. What begins as an opportunity to resurrect Champ's story and escape the shadow of his father's success becomes a personal journey as the ambitious reporter reexamines his own life and his relationship with his family.",4.898437,"['Battleplan Productions', 'Yari Film Group', 'Alberta Film Entertainment']",['United States of America'],2007,0,112.0,['English'],Released,Unknown,Resurrecting the Champ,5.9,60,Resurrecting the Champ,"['Samuel L. Jackson', 'Josh Hartnett', 'Alan Alda']",Rod Lurie
13000000,"['Comedy', 'Drama', 'Romance']",Unknown,144340,"['princeton university', 'admissions']",en,Admission,"Strait-laced Princeton University admissions officer Portia Nathan is caught off-guard when she makes a recruiting visit to an alternative high school overseen by her former college classmate, the freewheeling John Pressman. Pressman has surmised that Jeremiah, his gifted yet very unconventional student, might well be the son that Portia secretly gave up for adoption many years ago. Soon, Portia finds herself bending the rules for Jeremiah, putting at risk the life she thought she always wanted – but in the process finding her way to a surprising and exhilarating life and romance she never dreamed of having.",17.632446,['Focus Features'],['United States of America'],2013,18000000,107.0,['English'],Released,Let someone in.,Admission,5.4,304,Admission,"['Tina Fey', 'Paul Rudd', 'Michael Sheen']",Paul Weitz
0,"['Romance', 'Drama']",Unknown,48217,"['france', 'island', 'fisherman']",en,La veuve de Saint-Pierre,"In 1850, on the isolated French island of Saint-Pierre, a murder shocks the natives. Two fishermen are arrested. One of them, Louis Ollivier, dies in custody. The other, Neel Auguste, is sentenced to death by the guillotine. The island is so small that it has neither a guillotine nor an executioner. While those are sent for Auguste is placed under the supervision of army Captain.",1.780065,"['Cinémaginaire Inc.', 'Epithete films', 'France2 Cinéma']","['France', 'Canada']",2000,0,112.0,['Français'],Released,Unknown,The Widow of Saint-Pierre,6.7,11,The Widow of Saint-Pierre,"['Daniel Auteuil', 'Emir Kusturica', 'Juliette Binoche']",Patrice Leconte
15000000,"['Drama', 'Thriller', 'Mystery']",Unknown,28211,"['toronto', 'lesbian', 'remake of french film']",en,Chloe,"A doctor hires an escort to seduce her husband, whom she suspects of cheating, though unforeseen events put the family in danger.",26.373864,"['StudioCanal', 'Montecito Picture Company, The', 'Outpost Studios']","['France', 'United States of America', 'Canada']",2009,8459458,96.0,['English'],Released,"If the one you love was lying to you, how far would you go to find out the truth?",Chloe,5.9,498,Chloe,"['Julianne Moore', 'Liam Neeson', 'Amanda Seyfried']",Atom Egoyan
13000000,"['Comedy', 'Crime', 'Drama']",Unknown,47502,"['kitchen', 'female protagonist', 'bathtub']",en,Faithful,"A depressed housewife whose husband is having an affair contemplates suicide, but changes her mind when she faces death by a killer hired to do her in.",1.647335,"['New Line Cinema', 'Miramax Films']",['United States of America'],1996,9789900,91.0,['English'],Released,"A comedy about a wife, her husband and his hit man.",Faithful,4.8,4,Faithful,"['Cher', 'Chazz Palminteri', ""Ryan O'Neal""]",Paul Mazursky
13000000,"['Drama', 'Action', 'Comedy']",Unknown,9950,"['court case', 'staatsanwältin', 'family clan']",en,Find Me Guilty,"Based on the true story of Jack DiNorscio, a mobster who defended himself in court for what would be the longest mafia trial in U.S. history.",12.321302,['Yari Film Group'],"['Germany', 'United States of America']",2006,2636637,125.0,"['English', 'Polski']",Released,Unknown,Find Me Guilty,6.5,138,Find Me Guilty,"['Vin Diesel', 'Alex Rocco', 'Frank Pietrangolare']",Sidney Lumet
13000000,"['Drama', 'Romance']",http://perks-of-being-a-wallflower.com/,84892,"['shyness', 'secret', 'narration']",en,The Perks of Being a Wallflower,"A coming-of-age story based on the best-selling novel by Stephen Chbosky, which follows 15-year-old freshman Charlie, an endearing and naive outsider who is taken under the wings of two seniors. A moving tale of love, loss, fear and hope - and the unforgettable friends that help us through life.",43.444135,"['Summit Entertainment', 'Mr. Mudd Production']",['United States of America'],2012,33400000,102.0,['English'],Released,We are infinite.,The Perks of Being a Wallflower,7.7,2968,The Perks of Being a Wallflower,"['Logan Lerman', 'Emma Watson', 'Ezra Miller']",Stephen Chbosky
3000000,['Action'],Unknown,24227,"['police', 'shoulder holster', 'police shootout']",en,Excessive Force,"Chicago policeman Terry McCain is determined to put away mobster Sal DiMarco, who always gets acquitted on technicalities. While monitoring a drug sale, a shootout ensues, and one of Terry's fellow officers gets away with $3 million of Sal's money. Suspecting Terry took the cash, the mobster sends his men to kill Terry's brother, Dylan, and partner, Frankie Hawkins. Furious, Terry sets out to take his revenge by any means necessary.",1.279106,"['New Line Cinema', 'Ian Page Productions', '3 Arts Entertainment']",['United States of America'],1993,1200000,87.0,['English'],Released,You have the right to remain silent... permanently.,Excessive Force,4.5,10,Excessive Force,"['Thomas Ian Griffith', 'Lance Henriksen', 'James Earl Jones']",Jon Hess
13000000,['Drama'],Unknown,9672,"['killing', 'death penalty', 'kansas']",en,Infamous,"While researching his book In Cold Blood, writer Truman Capote develops a close relationship with convicted murderers Dick Hickock and Perry Smith.",3.680896,"['Killer Films', 'Longfellow Pictures', 'Warner Independent Pictures (WIP)']",['United States of America'],2006,1151330,110.0,"['English', 'Deutsch']",Released,There's more to the story than you know,Infamous,6.4,60,Infamous,"['Sigourney Weaver', 'Toby Jones', 'Gwyneth Paltrow']",Douglas McGrath
0,"['Drama', 'Romance', 'Western']",Unknown,44853,Unknown,en,The Claim,"A prospector sells his wife and daughter to another gold miner for the rights to a gold mine. Twenty years later, the prospector is a wealthy man who owns much of the old west town named Kingdom Come. But changes are brewing and his past is coming back to haunt him. A surveyor and his crew scouts the town as a location for a new railroad line and a young woman suddenly appears in the town and is evidently the man's daughter.",2.996284,"['Revolution Films', 'Arts Council of England', 'Alliance Atlantis Communications']","['United Kingdom', 'Canada', 'France']",2000,0,120.0,['English'],Released,Everything has a price.,The Claim,5.6,17,The Claim,"['Peter Mullan', 'Milla Jovovich', 'Wes Bentley']",Michael Winterbottom
13000000,"['Thriller', 'Horror']",Unknown,157544,"['exorcism', 'anti-christ', 'exorcist']",en,The Vatican Tapes,"In a highly secured vault deep within the walls of Vatican City, the Catholic Church holds thousands of old films and video footage documenting exorcisms/supposed exorcisms and other unexplained religious phenomena they feel the world is not ready to see. This is the first tape - Case 83-G - stolen from these archives and exposed to the public by an anonymous source.",10.475368,"['Lakeshore Entertainment', 'Lionsgate', 'H2F Entertainment']",['United States of America'],2015,1784763,91.0,"['English', 'Deutsch']",Released,"For 2,000 years the Vatican has recorded evidence of evil. May God have mercy on their souls.",The Vatican Tapes,4.6,243,The Vatican Tapes,"['Olivia Taylor Dudley', 'Michael Peña', 'Djimon Hounsou']",Mark Neveldine
14350531,"['Action', 'Comedy', 'Science Fiction']",http://attacktheblock.com/,59678,"['street gang', 'fireworks', 'chase']",en,Attack the Block,A teen gang in a grim South London housing estate must team up with the other residents to protect their neighbourhood from a terrifying alien invasion.,30.952377,"['UK Film Council', 'Studio Canal', 'Film4']",['United Kingdom'],2011,3964682,88.0,['English'],Released,Inner City vs. Outer Space,Attack the Block,6.3,733,Attack the Block,"['Nick Frost', 'Jodie Whittaker', 'John Boyega']",Joe Cornish
10000000,"['Drama', 'Romance', 'War']",http://www.inthelandofbloodandhoney.com/,79777,"['muslim', 'sister sister relationship', 'sarajevo']",en,In the Land of Blood and Honey,"During the Bosnian War, Danijel, a soldier fighting for the Serbs, re-encounters Ajla, a Bosnian who's now a captive in his camp he oversees. Their once promising connection has become ambiguous as their motives have changed.",4.267466,['FilmDistrict'],['United States of America'],2011,303877,127.0,"['Bosanski', 'Hrvatski', 'English']",Released,Love can change what we want… war can change who we are,In the Land of Blood and Honey,5.8,45,In the Land of Blood and Honey,"['Zana Marjanović', 'Goran Kostić', 'Branko Đurić']",Angelina Jolie
13000000,"['Crime', 'Thriller']",http://www.call-movie.com/,158011,"['underground', 'gas station', 'kidnapping']",en,The Call,"Jordan Turner is an experienced 911 operator but when she makes an error in judgment and a call ends badly, Jordan is rattled and unsure if she can continue. But when teenager Casey Welson is abducted in the back of a man's car and calls 911, Jordan is the one called upon to use all of her experience, insights and quick thinking to help Casey escape, and not just to save her, but to make sure the man is brought to justice.",34.532418,"['TriStar Pictures', 'WWE Studios', 'Troika Pictures']",['United States of America'],2013,68572378,94.0,['English'],Released,There are 188 million 911 calls a year. This one made it personal.,The Call,6.6,1257,The Call,"['Halle Berry', 'Abigail Breslin', 'Morris Chestnut']",Brad Anderson
